name,price,currency,availability,roast_level,process,tasting_notes,description,product_id,product_handle,url
Customised Sampler Pack,700.0,INR,http://schema.org/InStock,,,,"
Our assorted sampler pack is for those who want to try our coffee beans, whether as whole beans or ground coffee, but don't know where to start. This customizable mixed bag of coffee beans allows you to choose between three different coffees to discover which ones work best for you. 


Each Sampler Pack will contain 75 g x 3 pouches. 
",1698722938935,customised-sampler-pack,/collections/roasted-and-ground-coffee-beans/products/customised-sampler-pack
Krishnagiri Estate,700.0,INR,http://schema.org/InStock,Dark Roast,,,"A single origin dark roast, this coffee comes from a Rainforest Alliance Certified farm. The producers used a custom-designed pulper to process this washed lot, minimising water usage.  
In the cup, you'll first notice the aroma of brown spices. The brew, characterised by mellow acidity, a heavy body, and a velvety mouthfeel, reminds of oak, toasted walnuts, and malt. A bittersweet finish lingers between sips.  
We recommend brewing this coffee as an espresso, using a Moka Pot, French Press, or an AeroPress. It is rich enough to enjoy black, and also pairs well with milk.
Recommended Resting Period: 7 Days",7292888285239,krishnagiri-estate-dark,/collections/roasted-and-ground-coffee-beans/products/krishnagiri-estate-dark
M.S. Estate,750.0,INR,http://schema.org/InStock,Medium Roast,,,"We’re excited to bring you the latest harvest from MS Estate, a cherished part of our perennial selection. This washed coffee features S795 and a rare Ethiopian varietal, with MS Estate being the only Indian farm still cultivating the latter since it was first distributed by the Coffee Board in the late 1990s. 
When you first taste this medium roast, you’ll notice its unique depth and complexity. The aroma of dried fruits, with hints of apricots and peaches, sets the stage for each sip. As you continue, savour the combination of a chocolatey essence along with a distinct tea-like finish that lingers on the palate. 
A versatile coffee, it tastes great black as well as with milk. We recommend brewing it as an espresso, a Pour Over, or using an AeroPress or a Moka Pot.
Recommended Resting Period: 8 Days",425316984,m-s-estate,/collections/roasted-and-ground-coffee-beans/products/m-s-estate
French Roast,650.0,INR,http://schema.org/InStock,Dark Roast,,,"Our darkest roasted coffee, the French Roast is a blend best enjoyed black for those who like their coffee bold, like a traditional espresso with bittersweet notes. If you’re looking to add milk and still retain a definite bite, this is a great choice.
We recommend brewing this as an Espresso or using manual brewing equipment such as French Press or Manual Grinder.",456367752,french-roast,/collections/roasted-and-ground-coffee-beans/products/french-roast
AeroPress Coffee Filter Paper,150.0,INR,http://schema.org/InStock,,,,"Coffee filter papers made for your AeroPress. These high-quality filters are easy to use and absorb bitter tasting oils for smoother tasting coffee.

Compatible with all AeroPress brewers except the AeroPress XL
Each bag comes with 100 filters 
",6929186062391,aeropress-filter-paper,/products/aeropress-filter-paper
V60 Filter Paper/(V01& V02),380.0,INR,http://schema.org/OutOfStock,,,,"Our genuine pack of micro filters, made especially for the V60 Pour Over dripper, providing an even and continuous flow for brewing your coffee.

Available in sizes 02 (brews 1-4 cups) and 01 (brews 1-2 cups).


Each bag comes with 100 filters.

 ",6929179017271,v60-filter-paper-v01-v02,/products/v60-filter-paper-v01-v02
Dhak Blend,650.0,INR,http://schema.org/InStock,Dark Roast,,,"Our Dhak Blend is an ode to one of our favorite Indian trees with its colorful flame-like flowers that signal the onset of Spring. The coffees used in this blend are naturally processed which means that the coffee beans are dried with the cherry, resulting in complex, fruity and sweet flavours.
Roasted dark to bring out flavours of dark chocolate and fruit jam, this blend's heavy cocoa body leaves a smooth lingering aftertaste.
Our roasting team recommends the Dhak Blend for espresso-based drinks as well as manual brews such as the Moka Pot and the French Press.",6547929530423,dhak-blend,/collections/roasted-and-ground-coffee-beans/products/dhak-blend
Kuttinkhan Estate,750.0,INR,http://schema.org/InStock,Medium Roast,,,"Our first release from Kuttinkhan Estate, a part of the Kelachandra Group and a Rainforest Alliance certified farm, is here!
A natural lot, this coffee was processed by fermenting whole cherries in an oxygen-free environment, then slow-dried under controlled conditions. Roasted to a medium profile, it crafts vibrant cups with a pleasant acidity and sweetness.
The brew opens with the aroma of red grapes, hinting at the flavour to follow. Soon after, you'll notice notes of red grapes, sweet lime, and cane sugar, wrapped in a syrupy and sweet mouthfeel. Concluding each sip is a chocolatey finish, adding depth to the cup.
Our roasters recommend brewing this coffee as an espresso, AeroPress, French Press and Moka Pot. It tastes great black, and also pairs well with milk.
Recommended Resting Period: 10 Days",7326021877815,kuttinkhan-estate,/collections/roasted-and-ground-coffee-beans/products/kuttinkhan-estate
Silver Oak Cafe Blend,700.0,INR,http://schema.org/InStock,Medium Roast,,,"If our baristas have brewed you an espresso-based drink at any of our coffee shops, you’ll be familiar with this special offering since it’s our signature house blend! Our Silver Oak Cafe blend features a combination of Ground coffee beans, processed using either the washed or the unwashed method, to create and has a balanced profile that works well in espresso-based drinks as well as in manual brews such as AeroPress, Pour Over or in cold brews. This versatile medium roast is named after the Silver Oak trees commonly found across coffee plantations in Southern India. This offering is a small way of bringing our cafe experience to you. ",4480736919607,silver-oak-cafe-blend,/collections/roasted-and-ground-coffee-beans/products/silver-oak-cafe-blend
Dhak Blend,450.0,INR,http://schema.org/InStock,,,,"Named after one of our favourite spring blossoms, the Dhak blend is roasted dark to bring out deep flavours of dark chocolate and fruit jam. Its heavy cocoa body leaves a smooth lingering aftertaste and makes for a bold, well-rounded cup of coffee. 

Contains some of our most-loved and highest scoring coffees.
Made using aluminium, that is 100% recyclable.
Keeps freshness and flavour intact.
Easy to use and perfect for quick, fuss-free brewing.
These Coffee capsules are compatible with any machine that works with Nespresso®️* Original Line Coffee pods.
We recommended using these for a single shot of espresso and espresso-style beverages.

Tastes great when used in milk-based beverages.
Disclaimer:- Blue Tokai Coffee Roasters is not affiliated with, endorsed, or sponsored by Nespresso®. Nespresso® is a registered trademark of Societe des Produits Nestlé S.A.",7175780204599,dhak-blend-aluminium-coffee-capsules,/collections/you-may-also-like-1/products/dhak-blend-aluminium-coffee-capsules
Monsoon Malabar AA- Hoysala Estate,700.0,INR,http://schema.org/InStock,Medium Dark Roast,,,"We’re excited to bring back Monsoon Malabar from Hoysala Estate. The unique flavour profile of this coffee develops when winds and humidity from seasonal monsoon rain change the characteristics of the coffee beans. While this process has its accidental roots in colonial India when a shipment to Europe was attacked by the full force of monsoon winds, similar conditions have been recreated in a controlled environment for consistency in every lot produced. 
When roasted medium dark, the result is a medium-bodied cup that invites with sweet aromas of butter biscuits, treating you to notes of cocoa nibs and dried fruit, concluding with the aftertaste of dark chocolate. Best enjoyed when brewed as an espresso, in the Moka Pot or the French press, the nutty flavour profile of this coffee makes for a delicious cup, either milky or black. 
Recommended Resting Period: 15 Days",456368360,monsoon-malabar,/collections/roasted-and-ground-coffee-beans/products/monsoon-malabar
Cold Brew Blend Bold,650.0,INR,http://schema.org/InStock,Medium Dark Roast,,,"Our Bold Cold Brew Blend, Arabica coffee beans that are roasted medium-dark, brews a full- bodied glass of refreshing cold brew. With notes of dark chocolate, toffee, and roasted nuts, this blend has very little acidity and a bittersweet finish. ",9516855880,cold-brew-blend-dark-roast,/collections/roasted-and-ground-coffee-beans/products/cold-brew-blend-dark-roast
Sandalwood Estate,700.0,INR,http://schema.org/InStock,Medium Dark Roast,,,"This perennial coffee from 2023's harvest, Sandalwood Estate, is delicious with tasting notes of rich dark chocolate, sweet prune and zesty orange marmalade. This washed coffee, with coffee beans of the Sarchimor variety, was grown at a lush coffee estate in Coorg. If you’ve tried our coffees from Attikan and Baarbara Estates, you’ll love the chocolatey flavour profile of this medium-dark roast. This heavy bodied coffee has a smooth, syrupy mouthfeel which can best be enjoyed when brewed as an Espresso, pour over or using an AeroPress, Moka Pot or French Press. The long, sweet aftertaste of butter biscuits and dried fruit come through beautifully when you allow the brew to cool down a little.  ",6556397502519,sandalwood-estate,/collections/roasted-and-ground-coffee-beans/products/sandalwood-estate
Attikan Estate | Medium-Dark Roast - Easy Pour,300.0,INR,http://schema.org/OutOfStock,,,,"Nutty + Chocolatey
If you like your coffee a little dark, but not too much, this one is perfect for you. It has low acidity and flavour notes of figs, dark chocolate and roasted almonds. The delicious nuttiness of this medium-dark roast hits all the right notes, whether enjoyed with milk or black.
 
Choose from our pack of 5 or pack of 10 Easy Pour boxes.",4459721719863,attikan-estate-easy-pour-coffee-sachets,/collections/you-may-also-like-1/products/attikan-estate-easy-pour-coffee-sachets
Riverdale Estate N72,800.0,INR,http://schema.org/InStock,Medium Roast,,,"A favourite in our seasonal line-up since 2020, Riverdale Estate - N72 is back! This fruit-forward medium roast is processed using the natural method, with whole coffee cherries dried intact and fermented for 72 hours. 
Roasted just past first crack by Sunil on our team, it’s a profile designed to highlight the coffee’s vivid character. You'll first notice an aroma of berries and citrus. Next, a bright, syrupy mouthfeel unfolds into layered notes of pineapple, grapefruit, and dried fig. The aftertaste, zesty and refreshing, rounds off each sip.  
We recommend brewing this coffee black, as a Pour Over, or using the AeroPress, to enjoy the full range of flavours this medium roast has to offer.
Recommended Resting Period: 15 Days",6601531981879,riverdale-estate-n72,/collections/roasted-and-ground-coffee-beans/products/riverdale-estate-n72
Seethargundu Estate,700.0,INR,http://schema.org/InStock,Light Roast,,,"We’re so excited to launch our first coffee from Harvest ’25! This light roast is from Seethargundu Estate, one of the few Demeter-certified farms in the country. The estate follows biodynamic practices that treat the farm as a living ecosystem, nurturing soil health, biodiversity, and long-term balance. 
This washed coffee is clean, fruity and tea-like. It opens with the aroma of brown sugar, leading to a syrupy body with notes of sweet lime, apricot, and black tea. The finish carries that tea-like clarity through to the last sip. 
Best brewed as a Pour Over or using the AeroPress, we recommend drinking this coffee black. 
Recommended Resting Period: 18 Days",6812836823095,seethargundu-estate-light,/collections/roasted-and-ground-coffee-beans/products/seethargundu-estate-light
