ProductName,Slug,Description,CategoryTags,Variant,Price
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Tin / 250 gms / Fine Grind (),951.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Tin / 250 gms / Medium Grind (),951.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Tin / 250 gms / Coarse Grind (),951.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 1kg (250 gms X 4) / Whole Beans (),3311.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 1kg (250 gms X 4) / Very Fine Grind (),3311.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 1kg (250 gms X 4) / Fine Grind (),3311.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 1kg (250 gms X 4) / Medium Grind (),3311.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 1kg (250 gms X 4) / Coarse Grind (),3311.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 500gms (250 gms X 2) / Whole Beans (),1691.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 500gms (250 gms X 2) / Very Fine Grind (),1691.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 500gms (250 gms X 2) / Fine Grind (),1691.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 500gms (250 gms X 2) / Medium Grind (),1691.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 500gms (250 gms X 2) / Coarse Grind (),1691.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 250 gms / Whole Beans (),863.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 250 gms / Very Fine Grind (),863.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 250 gms / Fine Grind (),863.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 250 gms / Medium Grind (),863.0
Grand Reserve,,"Easily one of our most refined offerings, Grand Reserve is distinguished by its silky, full-bodied mouthfeel, intense flavours and just a touch of acidity. It’s drawn from the highest and finest plots – the Grand Cru – among our coffees. It makes for a bold cup that can be savoured black or with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!","['category_coffee', 'coffee', 'ground_coffee', 'tag_citrus', 'tag_dates', 'tag_floral', 'tag_tropical_fruits']",Pouch / 250 gms / Coarse Grind (),863.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 1kg (250 gms X 4) / Whole Beans (),2195.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 1kg (250 gms X 4) / Very Fine Grind (),2195.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 1kg (250 gms X 4) / Fine Grind (),2195.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 1kg (250 gms X 4) / Medium Grind (),2195.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 1kg (250 gms X 4) / Coarse Grind (),2195.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 500gms (250 gms X 2) / Whole Beans (),1180.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 500gms (250 gms X 2) / Very Fine Grind (),1180.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 500gms (250 gms X 2) / Fine Grind (),1180.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 500gms (250 gms X 2) / Medium Grind (),1180.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 500gms (250 gms X 2) / Coarse Grind (),1180.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 250 gms / Whole Beans (),572.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 250 gms / Very Fine Grind (),572.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 250 gms / Fine Grind (),572.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 250 gms / Medium Grind (),572.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Pouch / 250 gms / Coarse Grind (),572.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 1kg (250 gms X 4) / Whole Beans (),2567.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 1kg (250 gms X 4) / Very Fine Grind (),2567.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 1kg (250 gms X 4) / Fine Grind (),2567.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 1kg (250 gms X 4) / Medium Grind (),2567.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 1kg (250 gms X 4) / Coarse Grind (),2567.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 500gms (250 gms X 2) / Whole Beans (),1311.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 500gms (250 gms X 2) / Very Fine Grind (),1311.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 500gms (250 gms X 2) / Fine Grind (),1311.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 500gms (250 gms X 2) / Medium Grind (),1311.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 500gms (250 gms X 2) / Coarse Grind (),1311.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 250 gms / Whole Beans (),669.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 250 gms / Very Fine Grind (),669.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 250 gms / Fine Grind (),669.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 250 gms / Medium Grind (),669.0
Selection,,This coffee is ideal for those who savour a strong and full-bodied cup. It lends itself perfectly for an espresso or moka pot brew – a bold coffee experience. Savour the creamy and buttery notes with hints of chocolate. Best enjoyed black or even with a splash of milk. Not sure which grind to order? Checkout our grind size chart below for a quick brew tip!,"['coffee', 'ground_coffee', 'tag_caramel', 'tag_dark_chocolate', 'tag_honey', 'tag_sugarcane']",Tin / 250 gms / Coarse Grind (),669.0
